"Train/step","ppo_discrete_2025-05-21_16-02-29 - _step","ppo_discrete_2025-05-21_16-02-29 - _step__MIN","ppo_discrete_2025-05-21_16-02-29 - _step__MAX","ppo_discrete_2025-05-21_16-02-29 - Train/actor_loss","ppo_discrete_2025-05-21_16-02-29 - Train/actor_loss__MIN","ppo_discrete_2025-05-21_16-02-29 - Train/actor_loss__MAX"
"345000","20564.5","20560","20569","-0.13403927981853486","-0.5722887516021729","0.4657238721847534"
"350000","20859.5","20855","20864","0.28830242343246937","0.04174606129527092","0.5915188789367676"
"355000","21159.5","21155","21164","-0.11305561512708664","-0.7727416157722473","0.428907573223114"
"360000","21439.5","21435","21444","-0.31381912529468536","-0.776446521282196","0.32368287444114685"
"365000","21737.5","21733","21742","0.3540908798575401","-0.0883987694978714","0.6126265525817871"
"370000","22034.5","22030","22039","-0.38173049241304396","-1.044081687927246","0.1740245521068573"
"375000","22334.5","22330","22339","-0.7910049706697464","-1.0248055458068848","-0.2781539261341095"
"380000","22613.5","22609","22618","0.38688990138471124","-0.3988395631313324","1.2227654457092285"
"385000","22912.5","22908","22917","0.2603921085596085","-0.3688063621520996","0.875921905040741"
"390000","23212.5","23208","23217","-0.7296636149287223","-1.2742154598236084","-0.13339512050151825"
"395000","23512.5","23508","23517","-0.19032825231552125","-1.0005381107330322","1.1829618215560913"
"400000","23790.5","23786","23795","-0.11638256460428238","-0.9973351955413818","0.9341707229614258"
"405000","24090.5","24086","24095","-0.41386075764894487","-1.1936439275741577","0.7127037048339844"
"410000","24389.5","24385","24394","0.2620971962809563","-1.0205327272415161","0.9738555550575256"
"415000","24689.5","24685","24694","-0.9900431536138058","-1.7136770486831665","0.1879754513502121"
"420000","24966.5","24962","24971","0.6933541566133499","-0.09574513137340546","1.2331029176712036"
"425000","25264.5","25260","25269","-0.45163611210882665","-1.090494155883789","0.516162633895874"
"430000","25563.5","25559","25568","-0.5467522503371584","-1.307547926902771","0.6327124834060669"
"435000","25859.5","25855","25864","0.40026790723204614","0.09785022586584091","0.7865355610847473"
"440000","26139.5","26135","26144","-0.240326888859272","-0.9798763990402222","0.6612807512283325"
"445000","26437.5","26433","26442","-0.22812699377536774","-0.7608150839805603","0.6047451496124268"
"450000","26735.5","26731","26740","0.482951483130455","0.15436507761478424","0.6806576251983643"
"455000","27030.5","27026","27035","-0.233236313611269","-0.6802763938903809","0.2221180945634842"
"460000","27308.5","27304","27313","-0.2924120843410492","-0.8868887424468994","0.3277725577354431"
"465000","27604.5","27600","27609","0.20424878261983395","0.001380743458867073","0.42207980155944824"
"470000","27902.5","27898","27907","-0.8686945587396622","-1.4758284091949463","0.29819607734680176"
"475000","28182.5","28178","28187","-0.08594009429216384","-0.9588074684143066","0.986086368560791"
"480000","28480.5","28476","28485","0.7164780855178833","-0.1545065939426422","1.0569722652435303"
"485000","28780.5","28776","28785","-1.3266361892223357","-1.8696937561035156","-0.5374299883842468"
"490000","29078.5","29074","29083","-0.47061086297035215","-1.532081127166748","1.1061714887619019"
"495000","29358.5","29354","29363","0.7132297098636627","-0.9798563718795776","1.4670586585998535"
"500000","29653.5","29649","29658","-1.3309146612882614","-1.76173734664917","-0.48642590641975403"
"505000","29949.5","29945","29954","0.3114440508186817","-0.8622719645500183","1.549217700958252"
"510000","30250.5","30246","30255","0.30342472791671754","0.04690580070018768","0.623177707195282"
"515000","30530.5","30526","30535","-0.3793811462819576","-0.6652157306671143","0.05937066674232483"
"520000","30828.5","30824","30833","-0.36984231378883126","-0.8724287152290344","0.21041029691696167"
"525000","31132.5","31128","31137","0.22948196455836295","-0.18018946051597595","0.5402607917785645"
"530000","31429.5","31425","31434","0.20944701619446277","0.03528440371155739","0.33999162912368774"
"535000","31707.5","31703","31712","-0.13722169455140829","-0.6580415964126587","0.25792938470840454"
"540000","32007.5","32003","32012","-0.36135237514972685","-0.5316578149795532","-0.11121553182601929"
"545000","32302.5","32298","32307","-0.12635684721171855","-0.5324597358703613","0.3205680549144745"
"550000","32596.5","32592","32601","0.16019962280988692","-0.17106305062770844","0.35214751958847046"
"555000","32874.5","32870","32879","0.1508392482995987","-0.04906807094812393","0.33583879470825195"
"560000","33174.5","33170","33179","0.025200191419571638","-0.13027727603912354","0.1999969631433487"
"565000","33468.5","33464","33473","-0.13881971016526223","-0.2858274281024933","0.12376867234706879"
"570000","33768.5","33764","33773","-0.10189767293632031","-0.2673570215702057","-0.030675925314426422"
"575000","34050.5","34046","34055","0.3303282603621483","0.08732910454273224","0.5770696401596069"
"580000","34346.5","34342","34351","-0.17172470167279244","-0.3267389237880707","0.07771323621273041"
"585000","34642.5","34638","34647","-0.21972303390502929","-0.33278077840805054","-0.06848610937595367"
"590000","34938.5","34934","34943","0.13999641202390195","-0.08620207011699677","0.40171608328819275"
"595000","35220.5","35216","35225","0.08767466638237238","-0.07025894522666931","0.32083001732826233"
"600000","35520.5","35516","35525","0.059183405339717866","-0.36389896273612976","0.44172990322113037"
"605000","35820.5","35816","35825","-0.43614503294229506","-0.6230398416519165","-0.2235504537820816"
"610000","36116.5","36112","36121","-0.31444201618433","-1.0266129970550537","0.4343491494655609"
"615000","36397.5","36393","36402","0.23145247399806976","0.13328847289085388","0.3413141369819641"
"620000","36693.5","36689","36698","0.22339434884488582","0.005672868341207504","0.31258440017700195"
"625000","36993.5","36989","36998","-0.13336310349404812","-0.4686269462108612","0.4172095060348511"
"630000","37272.5","37268","37277","-0.3024564617138822","-0.5602470636367798","-0.0008461172110401094"
"635000","37566.5","37562","37571","0.20587428286671638","-0.1381259709596634","0.6016330122947693"
"640000","37869.5","37865","37874","0.20283849034458398","-0.33036935329437256","0.84983229637146"
"645000","38167.5","38163","38172","-0.4584772169589996","-0.6119667291641235","-0.3444504737854004"
"650000","38446.5","38442","38451","0.1760176382958889","-0.104280486702919","0.4338228106498718"
"655000","38742.5","38738","38747","0.15293565820902585","-0.03510061278939247","0.38537269830703735"
"660000","39042.5","39038","39047","-0.21599300429224969","-0.30996018648147583","-0.05016670376062393"
"665000","39335.5","39331","39340","-0.33908677399158477","-0.4901832342147827","-0.11902934312820435"
"670000","39613.5","39609","39618","0.05964731872081756","-0.4105171859264374","0.6118252277374268"
"675000","39911.5","39907","39916","0.3489081338047981","0.1258240044116974","0.5654826760292053"
"680000","40208.5","40204","40213","-0.39645774066448214","-0.8657114505767822","0.08156753331422806"
"685000","40507.5","40503","40512","-0.8548999488353729","-1.0444488525390625","-0.6164017915725708"
"690000","40787.5","40783","40792","-0.18910231497138738","-0.9153767824172974","0.5101724863052368"
"695000","41085.5","41081","41090","0.4322692655026913","-0.9266035556793213","1.4070422649383545"
"700000","41385.5","41381","41390","-1.464121925830841","-1.7744654417037964","-1.011333703994751"
