"Train/step","ppo_discrete_2025-05-21_16-02-29 - _step","ppo_discrete_2025-05-21_16-02-29 - _step__MIN","ppo_discrete_2025-05-21_16-02-29 - _step__MAX","ppo_discrete_2025-05-21_16-02-29 - Train/critic_loss","ppo_discrete_2025-05-21_16-02-29 - Train/critic_loss__MIN","ppo_discrete_2025-05-21_16-02-29 - Train/critic_loss__MAX"
"355000","21159.5","21155","21164","0.021910435333848","0.01597372442483902","0.031203601509332657"
"360000","21439.5","21435","21444","0.019672699086368085","0.014886952936649323","0.028001848608255386"
"365000","21737.5","21733","21742","0.03605910874903202","0.024540361016988754","0.043060336261987686"
"370000","22034.5","22030","22039","0.030234719254076482","0.025725889950990677","0.03331157565116882"
"375000","22334.5","22330","22339","0.02583461832255125","0.01974988915026188","0.034764088690280914"
"380000","22613.5","22609","22618","0.04559265468269587","0.025042589753866196","0.07108688354492188"
"385000","22912.5","22908","22917","0.06271775774657726","0.04689357802271843","0.08094579726457596"
"390000","23212.5","23208","23217","0.04485638476908207","0.034257687628269196","0.06715934723615646"
"395000","23512.5","23508","23517","0.08457255996763706","0.04342157393693924","0.1614697277545929"
"400000","23790.5","23786","23795","0.10167160704731941","0.0608489066362381","0.1288001537322998"
"405000","24090.5","24086","24095","0.08233457356691361","0.046197619289159775","0.13717108964920044"
"410000","24389.5","24385","24394","0.08169524744153023","0.07558071613311768","0.0880344808101654"
"415000","24689.5","24685","24694","0.05114210210740566","0.029588978737592697","0.08502713590860367"
"420000","24966.5","24962","24971","0.07636731378734112","0.05507780611515045","0.11088082939386368"
"425000","25264.5","25260","25269","0.04535079840570688","0.02971685118973255","0.0792049914598465"
"430000","25563.5","25559","25568","0.03683391474187374","0.025591686367988586","0.05567864701151848"
"435000","25859.5","25855","25864","0.04272014163434505","0.03463265299797058","0.05263181030750275"
"440000","26139.5","26135","26144","0.028002092242240907","0.01589878275990486","0.041415974497795105"
"445000","26437.5","26433","26442","0.025443670712411402","0.017345981672406197","0.03970102220773697"
"450000","26735.5","26731","26740","0.03173493836075068","0.02761003002524376","0.037331704050302505"
"455000","27030.5","27026","27035","0.027120848558843134","0.02140345424413681","0.03727348893880844"
"460000","27308.5","27304","27313","0.028952237404882907","0.023756712675094604","0.04607277736067772"
"465000","27604.5","27600","27609","0.04357300624251366","0.033263105899095535","0.0559522844851017"
"470000","27902.5","27898","27907","0.03648458588868379","0.023216543719172478","0.05388607829809189"
"475000","28182.5","28178","28187","0.05056147817522287","0.02279527671635151","0.08498222380876541"
"480000","28480.5","28476","28485","0.07357513308525085","0.06295313686132431","0.09974001348018646"
"485000","28780.5","28776","28785","0.04709322862327099","0.040604278445243835","0.060845598578453064"
"490000","29078.5","29074","29083","0.09333317689597606","0.04117220640182495","0.2091861069202423"
"495000","29358.5","29354","29363","0.11011453047394752","0.06351657956838608","0.15685772895812988"
"500000","29653.5","29649","29658","0.04351488966494799","0.02938159555196762","0.07397708296775818"
"505000","29949.5","29945","29954","0.07316093109548091","0.028756365180015564","0.1272435039281845"
"510000","30250.5","30246","30255","0.05374185927212238","0.04121049493551254","0.07017248868942261"
"515000","30530.5","30526","30535","0.03169207572937012","0.024104785174131393","0.038799017667770386"
"520000","30828.5","30824","30833","0.029729229398071766","0.023530736565589905","0.03599528968334198"
"525000","31132.5","31128","31137","0.034899538941681386","0.026912137866020203","0.04086896777153015"
"530000","31429.5","31425","31434","0.032157416269183156","0.026208167895674706","0.03921191394329071"
"535000","31707.5","31703","31712","0.03386707790195942","0.026622969657182693","0.04315303638577461"
"540000","32007.5","32003","32012","0.025916171818971635","0.01943795755505562","0.03806106746196747"
"545000","32302.5","32298","32307","0.024053660221397877","0.017480000853538513","0.030096961185336113"
"550000","32596.5","32592","32601","0.025226489827036857","0.021148916333913803","0.030615005642175674"
"555000","32874.5","32870","32879","0.023772991448640823","0.020115721970796585","0.02806248515844345"
"560000","33174.5","33170","33179","0.02164555583149195","0.019142579287290573","0.02428232878446579"
"565000","33468.5","33464","33473","0.019231080077588558","0.015600467100739479","0.02383328229188919"
"570000","33768.5","33764","33773","0.018063301872462034","0.014684981666505337","0.02499736100435257"
"575000","34050.5","34046","34055","0.027922271005809306","0.02294282801449299","0.03398852050304413"
"580000","34346.5","34342","34351","0.01931412871927023","0.01589765027165413","0.02720513381063938"
"585000","34642.5","34638","34647","0.02139599733054638","0.01959977298974991","0.023940207436680794"
"590000","34938.5","34934","34943","0.021800037100911142","0.017729680985212326","0.02653278037905693"
"595000","35220.5","35216","35225","0.02429699245840311","0.0211457721889019","0.03077404573559761"
"600000","35520.5","35516","35525","0.024738658405840396","0.020119503140449524","0.028197525069117546"
"605000","35820.5","35816","35825","0.023248050548136234","0.019686512649059296","0.030146069824695587"
"610000","36116.5","36112","36121","0.018771927896887065","0.014119653962552547","0.030005674809217453"
"615000","36397.5","36393","36402","0.02174962908029556","0.01734311319887638","0.030896039679646492"
"620000","36693.5","36689","36698","0.022934960573911665","0.01747887022793293","0.03194057196378708"
"625000","36993.5","36989","36998","0.01920308331027627","0.014155714772641659","0.025326378643512726"
"630000","37272.5","37268","37277","0.015914291236549617","0.013476858846843243","0.01927584782242775"
"635000","37566.5","37562","37571","0.022507779113948346","0.016723331063985825","0.028328590095043182"
"640000","37869.5","37865","37874","0.02296483051031828","0.015664495527744293","0.030651818960905075"
"645000","38167.5","38163","38172","0.016323518939316273","0.010693859308958054","0.02253093756735325"
"650000","38446.5","38442","38451","0.019251619838178156","0.015829656273126602","0.023761076852679253"
"655000","38742.5","38738","38747","0.022994176112115385","0.018379241228103638","0.030327290296554565"
"660000","39042.5","39038","39047","0.02363433986902237","0.01886190101504326","0.02712629735469818"
"665000","39335.5","39331","39340","0.017976089753210543","0.014634896069765091","0.022421054542064667"
"670000","39613.5","39609","39618","0.025341439060866833","0.016964342445135117","0.03427785634994507"
"675000","39911.5","39907","39916","0.034962940588593484","0.027008656412363052","0.04289993643760681"
"680000","40208.5","40204","40213","0.03377422895282507","0.02743128314614296","0.03850053995847702"
"685000","40507.5","40503","40512","0.03800558261573315","0.031074214726686478","0.05400889366865158"
"690000","40787.5","40783","40792","0.06553227975964546","0.050101056694984436","0.0954415500164032"
"695000","41085.5","41081","41090","0.06751562803983688","0.05490173399448395","0.09597489982843399"
"700000","41385.5","41381","41390","0.0386927779763937","0.029458194971084595","0.05127737671136856"
