"Evaluate/step_episode","long_rainbowmini_2025-05-25_11-32-15 - _step","long_rainbowmini_2025-05-25_11-32-15 - _step__MIN","long_rainbowmini_2025-05-25_11-32-15 - _step__MAX","long_rainbowmini_2025-05-25_11-32-15 - Evaluate/EpRet","long_rainbowmini_2025-05-25_11-32-15 - Evaluate/EpRet__MIN","long_rainbowmini_2025-05-25_11-32-15 - Evaluate/EpRet__MAX","no_spatial_rainbowmini_2024-12-23_18-12-29 - _step","no_spatial_rainbowmini_2024-12-23_18-12-29 - _step__MIN","no_spatial_rainbowmini_2024-12-23_18-12-29 - _step__MAX","no_spatial_rainbowmini_2024-12-23_18-12-29 - Evaluate/EpRet","no_spatial_rainbowmini_2024-12-23_18-12-29 - Evaluate/EpRet__MIN","no_spatial_rainbowmini_2024-12-23_18-12-29 - Evaluate/EpRet__MAX","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - _step","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - _step__MIN","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - _step__MAX","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - Evaluate/EpRet","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - Evaluate/EpRet__MIN","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - Evaluate/EpRet__MAX"
"19","6235","6235","6235","2.9120001792907715","2.9120001792907715","2.9120001792907715","6201","6201","6201","2.6010000705718994","2.6010000705718994","2.6010000705718994","6269","6269","6269","2.625","2.625","2.625"
"20","6237","6237","6237","2.9549999237060547","2.9549999237060547","2.9549999237060547","6203","6203","6203","2.625999927520752","2.625999927520752","2.625999927520752","6271","6271","6271","2.5749998092651367","2.5749998092651367","2.5749998092651367"
"21","6239","6239","6239","-1.7979998588562012","-1.7979998588562012","-1.7979998588562012","6205","6205","6205","3.006999969482422","3.006999969482422","3.006999969482422","6273","6273","6273","3.178999423980713","3.178999423980713","3.178999423980713"
"22","6241","6241","6241","3.2669999599456787","3.2669999599456787","3.2669999599456787","6207","6207","6207","3.1659998893737793","3.1659998893737793","3.1659998893737793","6275","6275","6275","3.1519999504089355","3.1519999504089355","3.1519999504089355"
"23","6243","6243","6243","1.241999864578247","1.241999864578247","1.241999864578247","6209","6209","6209","3.2769999504089355","3.2769999504089355","3.2769999504089355","6277","6277","6277","3.1589999198913574","3.1589999198913574","3.1589999198913574"
"24","6245","6245","6245","-1.7979998588562012","-1.7979998588562012","-1.7979998588562012","6211","6211","6211","2.9169998168945312","2.9169998168945312","2.9169998168945312","6279","6279","6279","3.2089996337890625","3.2089996337890625","3.2089996337890625"
"25","6247","6247","6247","3.184000253677368","3.184000253677368","3.184000253677368","6213","6213","6213","3.297999858856201","3.297999858856201","3.297999858856201","6281","6281","6281","3.1549997329711914","3.1549997329711914","3.1549997329711914"
"26","6249","6249","6249","3.2360002994537354","3.2360002994537354","3.2360002994537354","6215","6215","6215","3.302999973297119","3.302999973297119","3.302999973297119","6283","6283","6283","3.372999668121338","3.372999668121338","3.372999668121338"
"27","6413","6413","6413","-2.0480000972747803","-2.0480000972747803","-2.0480000972747803","6379","6379","6379","-2.047999858856201","-2.047999858856201","-2.047999858856201","6450","6450","6450","-2.047999858856201","-2.047999858856201","-2.047999858856201"
"28","6415","6415","6415","2.806000232696533","2.806000232696533","2.806000232696533","6381","6381","6381","2.940000057220459","2.940000057220459","2.940000057220459","6452","6452","6452","2.821000099182129","2.821000099182129","2.821000099182129"
"29","6417","6417","6417","2.5910000801086426","2.5910000801086426","2.5910000801086426","6383","6383","6383","2.9649999141693115","2.9649999141693115","2.9649999141693115","6454","6454","6454","2.808000087738037","2.808000087738037","2.808000087738037"
"30","6419","6419","6419","-1.7980000972747803","-1.7980000972747803","-1.7980000972747803","6385","6385","6385","2.9079997539520264","2.9079997539520264","2.9079997539520264","6456","6456","6456","3.181999683380127","3.181999683380127","3.181999683380127"
"31","6421","6421","6421","3.1650002002716064","3.1650002002716064","3.1650002002716064","6387","6387","6387","3.236999750137329","3.236999750137329","3.236999750137329","6458","6458","6458","3.238999843597412","3.238999843597412","3.238999843597412"
"32","6423","6423","6423","3.1549999713897705","3.1549999713897705","3.1549999713897705","6389","6389","6389","1.2419999837875366","1.2419999837875366","1.2419999837875366","6460","6460","6460","3.1430001258850098","3.1430001258850098","3.1430001258850098"
"33","6425","6425","6425","3.328000068664551","3.328000068664551","3.328000068664551","6391","6391","6391","3.2899999618530273","3.2899999618530273","3.2899999618530273","6462","6462","6462","3.2059993743896484","3.2059993743896484","3.2059993743896484"
"34","6427","6427","6427","1.3419997692108154","1.3419997692108154","1.3419997692108154","6393","6393","6393","3.3570001125335693","3.3570001125335693","3.3570001125335693","6464","6464","6464","3.2280001640319824","3.2280001640319824","3.2280001640319824"
"35","6429","6429","6429","3.3580000400543213","3.3580000400543213","3.3580000400543213","6395","6395","6395","3.38100004196167","3.38100004196167","3.38100004196167","6466","6466","6466","3.2280001640319824","3.2280001640319824","3.2280001640319824"
"36","6593","6593","6593","-2.0480000972747803","-2.0480000972747803","-2.0480000972747803","6559","6559","6559","-2.0480000972747803","-2.0480000972747803","-2.0480000972747803","6626","6626","6626","-2.047999858856201","-2.047999858856201","-2.047999858856201"
"37","6595","6595","6595","2.554999828338623","2.554999828338623","2.554999828338623","6561","6561","6561","2.94599986076355","2.94599986076355","2.94599986076355","6628","6628","6628","2.5769999027252197","2.5769999027252197","2.5769999027252197"
"38","6597","6597","6597","3.0280003547668457","3.0280003547668457","3.0280003547668457","6563","6563","6563","2.7189998626708984","2.7189998626708984","2.7189998626708984","6630","6630","6630","0.3320000171661377","0.3320000171661377","0.3320000171661377"
"39","6599","6599","6599","3.2049994468688965","3.2049994468688965","3.2049994468688965","6565","6565","6565","3.2679996490478516","3.2679996490478516","3.2679996490478516","6632","6632","6632","-1.7980000972747803","-1.7980000972747803","-1.7980000972747803"
"40","6601","6601","6601","3.2060000896453857","3.2060000896453857","3.2060000896453857","6567","6567","6567","1.241999864578247","1.241999864578247","1.241999864578247","6634","6634","6634","3.261000156402588","3.261000156402588","3.261000156402588"
"41","6603","6603","6603","1.241999864578247","1.241999864578247","1.241999864578247","6569","6569","6569","1.2419997453689575","1.2419997453689575","1.2419997453689575","6636","6636","6636","1.241999864578247","1.241999864578247","1.241999864578247"
"42","6605","6605","6605","3.2739996910095215","3.2739996910095215","3.2739996910095215","6571","6571","6571","3.2820000648498535","3.2820000648498535","3.2820000648498535","6638","6638","6638","2.9729998111724854","2.9729998111724854","2.9729998111724854"
"43","6607","6607","6607","3.388000249862671","3.388000249862671","3.388000249862671","6573","6573","6573","1.241999864578247","1.241999864578247","1.241999864578247","6640","6640","6640","3.3010001182556152","3.3010001182556152","3.3010001182556152"
"44","6609","6609","6609","3.202000141143799","3.202000141143799","3.202000141143799","6575","6575","6575","3.3930001258850098","3.3930001258850098","3.3930001258850098","6642","6642","6642","1.4819997549057007","1.4819997549057007","1.4819997549057007"
"45","6781","6781","6781","-2.047999858856201","-2.047999858856201","-2.047999858856201","6743","6743","6743","-2.047999858856201","-2.047999858856201","-2.047999858856201","6802","6802","6802","-2.0480000972747803","-2.0480000972747803","-2.0480000972747803"
"46","6783","6783","6783","2.740999937057495","2.740999937057495","2.740999937057495","6745","6745","6745","2.9609999656677246","2.9609999656677246","2.9609999656677246","6804","6804","6804","2.75600004196167","2.75600004196167","2.75600004196167"
"47","6785","6785","6785","2.510000228881836","2.510000228881836","2.510000228881836","6747","6747","6747","2.882999897003174","2.882999897003174","2.882999897003174","6806","6806","6806","2.748000144958496","2.748000144958496","2.748000144958496"
"48","6787","6787","6787","-1.7980000972747803","-1.7980000972747803","-1.7980000972747803","6749","6749","6749","3.2879996299743652","3.2879996299743652","3.2879996299743652","6808","6808","6808","3.2699995040893555","3.2699995040893555","3.2699995040893555"
"49","6789","6789","6789","1.241999864578247","1.241999864578247","1.241999864578247","6751","6751","6751","3.19599986076355","3.19599986076355","3.19599986076355","6810","6810","6810","3.3449997901916504","3.3449997901916504","3.3449997901916504"
"50","6791","6791","6791","3.3379998207092285","3.3379998207092285","3.3379998207092285","6753","6753","6753","3.182000160217285","3.182000160217285","3.182000160217285","6812","6812","6812","1.241999864578247","1.241999864578247","1.241999864578247"
"51","6793","6793","6793","3.311000347137451","3.311000347137451","3.311000347137451","6755","6755","6755","3.2099995613098145","3.2099995613098145","3.2099995613098145","6814","6814","6814","2.921999931335449","2.921999931335449","2.921999931335449"
"52","6795","6795","6795","3.2920000553131104","3.2920000553131104","3.2920000553131104","6757","6757","6757","3.2300002574920654","3.2300002574920654","3.2300002574920654","6816","6816","6816","3.3859996795654297","3.3859996795654297","3.3859996795654297"
"53","6797","6797","6797","3.3929996490478516","3.3929996490478516","3.3929996490478516","6759","6759","6759","3.357999801635742","3.357999801635742","3.357999801635742","6818","6818","6818","3.386000156402588","3.386000156402588","3.386000156402588"
"54","6969","6969","6969","-2.047999858856201","-2.047999858856201","-2.047999858856201","6926","6926","6926","-2.0480000972747803","-2.0480000972747803","-2.0480000972747803","6985","6985","6985","-2.0480000972747803","-2.0480000972747803","-2.0480000972747803"
"55","6971","6971","6971","2.6630001068115234","2.6630001068115234","2.6630001068115234","6928","6928","6928","2.9190001487731934","2.9190001487731934","2.9190001487731934","6987","6987","6987","2.566999912261963","2.566999912261963","2.566999912261963"
"56","6973","6973","6973","2.752000093460083","2.752000093460083","2.752000093460083","6930","6930","6930","2.930000066757202","2.930000066757202","2.930000066757202","6989","6989","6989","2.562999725341797","2.562999725341797","2.562999725341797"
"57","6975","6975","6975","3.2729997634887695","3.2729997634887695","3.2729997634887695","6932","6932","6932","-1.7979998588562012","-1.7979998588562012","-1.7979998588562012","6991","6991","6991","3.2089996337890625","3.2089996337890625","3.2089996337890625"
"58","6977","6977","6977","1.2420001029968262","1.2420001029968262","1.2420001029968262","6934","6934","6934","3.235999822616577","3.235999822616577","3.235999822616577","6993","6993","6993","3.2779998779296875","3.2779998779296875","3.2779998779296875"
"59","6979","6979","6979","1.2419997453689575","1.2419997453689575","1.2419997453689575","6936","6936","6936","1.241999864578247","1.241999864578247","1.241999864578247","6995","6995","6995","1.2419997453689575","1.2419997453689575","1.2419997453689575"
"60","6981","6981","6981","3.2739996910095215","3.2739996910095215","3.2739996910095215","6938","6938","6938","3.2079997062683105","3.2079997062683105","3.2079997062683105","6997","6997","6997","3.2179994583129883","3.2179994583129883","3.2179994583129883"
"61","6983","6983","6983","3.388000249862671","3.388000249862671","3.388000249862671","6940","6940","6940","3.2100000381469727","3.2100000381469727","3.2100000381469727","6999","6999","6999","3.3879995346069336","3.3879995346069336","3.3879995346069336"
"62","6985","6985","6985","3.2190001010894775","3.2190001010894775","3.2190001010894775","6942","6942","6942","3.297999858856201","3.297999858856201","3.297999858856201","7001","7001","7001","3.2280001640319824","3.2280001640319824","3.2280001640319824"
"63","7152","7152","7152","2.8259999752044678","2.8259999752044678","2.8259999752044678","7106","7106","7106","2.878000020980835","2.878000020980835","2.878000020980835","7169","7169","7169","-2.0480000972747803","-2.0480000972747803","-2.0480000972747803"
"64","7154","7154","7154","2.88700008392334","2.88700008392334","2.88700008392334","7108","7108","7108","2.630000114440918","2.630000114440918","2.630000114440918","7171","7171","7171","2.6430001258850098","2.6430001258850098","2.6430001258850098"
"65","7156","7156","7156","2.689000129699707","2.689000129699707","2.689000129699707","7110","7110","7110","2.61299991607666","2.61299991607666","2.61299991607666","7173","7173","7173","2.566999912261963","2.566999912261963","2.566999912261963"
"66","7158","7158","7158","3.2769994735717773","3.2769994735717773","3.2769994735717773","7112","7112","7112","3.2659993171691895","3.2659993171691895","3.2659993171691895","7175","7175","7175","3.2809996604919434","3.2809996604919434","3.2809996604919434"
"67","7160","7160","7160","3.3259999752044678","3.3259999752044678","3.3259999752044678","7114","7114","7114","3.232999801635742","3.232999801635742","3.232999801635742","7177","7177","7177","1.241999864578247","1.241999864578247","1.241999864578247"
"68","7162","7162","7162","1.241999864578247","1.241999864578247","1.241999864578247","7116","7116","7116","1.241999864578247","1.241999864578247","1.241999864578247","7179","7179","7179","1.241999864578247","1.241999864578247","1.241999864578247"
"69","7164","7164","7164","3.331000328063965","3.331000328063965","3.331000328063965","7118","7118","7118","2.984999895095825","2.984999895095825","2.984999895095825","7181","7181","7181","3.1999993324279785","3.1999993324279785","3.1999993324279785"
"70","7166","7166","7166","3.2110002040863037","3.2110002040863037","3.2110002040863037","7120","7120","7120","3.3600001335144043","3.3600001335144043","3.3600001335144043","7183","7183","7183","3.388000011444092","3.388000011444092","3.388000011444092"
"71","7168","7168","7168","3.197999954223633","3.197999954223633","3.197999954223633","7122","7122","7122","3.2160000801086426","3.2160000801086426","3.2160000801086426","7185","7185","7185","3.382999897003174","3.382999897003174","3.382999897003174"
"72","7325","7325","7325","2.759999990463257","2.759999990463257","2.759999990463257","7284","7284","7284","-2.0480000972747803","-2.0480000972747803","-2.0480000972747803","7350","7350","7350","-2.047999858856201","-2.047999858856201","-2.047999858856201"
"73","7327","7327","7327","2.6349997520446777","2.6349997520446777","2.6349997520446777","7286","7286","7286","2.8409996032714844","2.8409996032714844","2.8409996032714844","7352","7352","7352","2.682999849319458","2.682999849319458","2.682999849319458"
"74","7329","7329","7329","2.7260000705718994","2.7260000705718994","2.7260000705718994","7288","7288","7288","2.6780002117156982","2.6780002117156982","2.6780002117156982","7354","7354","7354","2.685999870300293","2.685999870300293","2.685999870300293"
"75","7331","7331","7331","3.2809996604919434","3.2809996604919434","3.2809996604919434","7290","7290","7290","3.3329997062683105","3.3329997062683105","3.3329997062683105","7356","7356","7356","-1.7979998588562012","-1.7979998588562012","-1.7979998588562012"
"76","7333","7333","7333","3.313999891281128","3.313999891281128","3.313999891281128","7292","7292","7292","1.241999864578247","1.241999864578247","1.241999864578247","7358","7358","7358","3.3299999237060547","3.3299999237060547","3.3299999237060547"
"77","7335","7335","7335","3.1460001468658447","3.1460001468658447","3.1460001468658447","7294","7294","7294","3.254999876022339","3.254999876022339","3.254999876022339","7360","7360","7360","3.3299999237060547","3.3299999237060547","3.3299999237060547"
"78","7337","7337","7337","3.193999767303467","3.193999767303467","3.193999767303467","7296","7296","7296","3.3379998207092285","3.3379998207092285","3.3379998207092285","7362","7362","7362","3.332000255584717","3.332000255584717","3.332000255584717"
"79","7339","7339","7339","3.2950000762939453","3.2950000762939453","3.2950000762939453","7298","7298","7298","3.3580002784729004","3.3580002784729004","3.3580002784729004","7364","7364","7364","3.3849997520446777","3.3849997520446777","3.3849997520446777"
"80","7341","7341","7341","3.2899999618530273","3.2899999618530273","3.2899999618530273","7300","7300","7300","3.195000171661377","3.195000171661377","3.195000171661377","7366","7366","7366","3.322999954223633","3.322999954223633","3.322999954223633"
"81","7504","7504","7504","2.7839999198913574","2.7839999198913574","2.7839999198913574","7460","7460","7460","2.879999876022339","2.879999876022339","2.879999876022339","7532","7532","7532","-2.0480000972747803","-2.0480000972747803","-2.0480000972747803"
"82","7506","7506","7506","2.7269997596740723","2.7269997596740723","2.7269997596740723","7462","7462","7462","0.5519999265670776","0.5519999265670776","0.5519999265670776","7534","7534","7534","2.863999843597412","2.863999843597412","2.863999843597412"
"83","7508","7508","7508","2.9730000495910645","2.9730000495910645","2.9730000495910645","7464","7464","7464","2.740999937057495","2.740999937057495","2.740999937057495","7536","7536","7536","0.5520000457763672","0.5520000457763672","0.5520000457763672"
"84","7510","7510","7510","3.1999998092651367","3.1999998092651367","3.1999998092651367","7466","7466","7466","3.263000011444092","3.263000011444092","3.263000011444092","7538","7538","7538","3.2549996376037598","3.2549996376037598","3.2549996376037598"
"85","7512","7512","7512","1.241999864578247","1.241999864578247","1.241999864578247","7468","7468","7468","3.3379998207092285","3.3379998207092285","3.3379998207092285","7540","7540","7540","1.241999864578247","1.241999864578247","1.241999864578247"
"86","7514","7514","7514","3.3359997272491455","3.3359997272491455","3.3359997272491455","7470","7470","7470","3.3580000400543213","3.3580000400543213","3.3580000400543213","7542","7542","7542","3.326000213623047","3.326000213623047","3.326000213623047"
"87","7516","7516","7516","3.318000316619873","3.318000316619873","3.318000316619873","7472","7472","7472","3.191999912261963","3.191999912261963","3.191999912261963","7544","7544","7544","3.1979994773864746","3.1979994773864746","3.1979994773864746"
"88","7518","7518","7518","3.2810001373291016","3.2810001373291016","3.2810001373291016","7474","7474","7474","3.377999782562256","3.377999782562256","3.377999782562256","7546","7546","7546","3.364999771118164","3.364999771118164","3.364999771118164"
"89","7520","7520","7520","3.3929996490478516","3.3929996490478516","3.3929996490478516","7476","7476","7476","3.305000066757202","3.305000066757202","3.305000066757202","7548","7548","7548","3.383999824523926","3.383999824523926","3.383999824523926"
"90","7676","7676","7676","2.88100004196167","2.88100004196167","2.88100004196167","7634","7634","7634","-2.047999858856201","-2.047999858856201","-2.047999858856201","7713","7713","7713","-2.0480000972747803","-2.0480000972747803","-2.0480000972747803"
"91","7678","7678","7678","2.5390000343322754","2.5390000343322754","2.5390000343322754","7636","7636","7636","2.732999801635742","2.732999801635742","2.732999801635742","7715","7715","7715","2.9130001068115234","2.9130001068115234","2.9130001068115234"
"92","7680","7680","7680","2.5300002098083496","2.5300002098083496","2.5300002098083496","7638","7638","7638","2.74399995803833","2.74399995803833","2.74399995803833","7717","7717","7717","2.9210000038146973","2.9210000038146973","2.9210000038146973"
"93","7682","7682","7682","3.3159995079040527","3.3159995079040527","3.3159995079040527","7640","7640","7640","3.2739996910095215","3.2739996910095215","3.2739996910095215","7719","7719","7719","-1.7979999780654907","-1.7979999780654907","-1.7979999780654907"
"94","7684","7684","7684","3.3239998817443848","3.3239998817443848","3.3239998817443848","7642","7642","7642","3.3540000915527344","3.3540000915527344","3.3540000915527344","7721","7721","7721","3.178999900817871","3.178999900817871","3.178999900817871"
"95","7686","7686","7686","1.241999864578247","1.241999864578247","1.241999864578247","7644","7644","7644","3.0870001316070557","3.0870001316070557","3.0870001316070557","7723","7723","7723","3.3540000915527344","3.3540000915527344","3.3540000915527344"
"96","7688","7688","7688","3.3460001945495605","3.3460001945495605","3.3460001945495605","7646","7646","7646","3.253000259399414","3.253000259399414","3.253000259399414","7725","7725","7725","2.928999900817871","2.928999900817871","2.928999900817871"
"97","7690","7690","7690","3.248999834060669","3.248999834060669","3.248999834060669","7648","7648","7648","3.389000177383423","3.389000177383423","3.389000177383423","7727","7727","7727","3.382999897003174","3.382999897003174","3.382999897003174"
"98","7692","7692","7692","3.124000072479248","3.124000072479248","3.124000072479248","7650","7650","7650","3.303999900817871","3.303999900817871","3.303999900817871","7729","7729","7729","3.328000068664551","3.328000068664551","3.328000068664551"
"99","7854","7854","7854","1.0120000839233398","1.0120000839233398","1.0120000839233398","7810","7810","7810","2.86299991607666","2.86299991607666","2.86299991607666","7891","7891","7891","2.882999897003174","2.882999897003174","2.882999897003174"
"100","7856","7856","7856","3.009999990463257","3.009999990463257","3.009999990463257","7812","7812","7812","2.6519999504089355","2.6519999504089355","2.6519999504089355","7893","7893","7893","2.7249999046325684","2.7249999046325684","2.7249999046325684"
"101","7858","7858","7858","2.8899998664855957","2.8899998664855957","2.8899998664855957","7814","7814","7814","2.758999824523926","2.758999824523926","2.758999824523926","7895","7895","7895","2.677999973297119","2.677999973297119","2.677999973297119"
"102","7860","7860","7860","3.3169994354248047","3.3169994354248047","3.3169994354248047","7816","7816","7816","3.174999713897705","3.174999713897705","3.174999713897705","7897","7897","7897","3.3399996757507324","3.3399996757507324","3.3399996757507324"
"103","7862","7862","7862","1.2420001029968262","1.2420001029968262","1.2420001029968262","7818","7818","7818","3.1500000953674316","3.1500000953674316","3.1500000953674316","7899","7899","7899","1.2419999837875366","1.2419999837875366","1.2419999837875366"
"104","7864","7864","7864","3.241999864578247","3.241999864578247","3.241999864578247","7820","7820","7820","3.189000129699707","3.189000129699707","3.189000129699707","7901","7901","7901","3.3330001831054688","3.3330001831054688","3.3330001831054688"
"105","7866","7866","7866","3.2909998893737793","3.2909998893737793","3.2909998893737793","7822","7822","7822","3.2799997329711914","3.2799997329711914","3.2799997329711914","7903","7903","7903","3.0819997787475586","3.0819997787475586","3.0819997787475586"
"106","7868","7868","7868","3.361999988555908","3.361999988555908","3.361999988555908","7824","7824","7824","3.317999839782715","3.317999839782715","3.317999839782715","7905","7905","7905","3.3949999809265137","3.3949999809265137","3.3949999809265137"
"107","7870","7870","7870","3.197999954223633","3.197999954223633","3.197999954223633","7826","7826","7826","3.2090001106262207","3.2090001106262207","3.2090001106262207","7907","7907","7907","3.4079995155334473","3.4079995155334473","3.4079995155334473"
"108","8030","8030","8030","2.994999885559082","2.994999885559082","2.994999885559082","7985","7985","7985","2.8499999046325684","2.8499999046325684","2.8499999046325684","8073","8073","8073","-2.0480000972747803","-2.0480000972747803","-2.0480000972747803"
"109","8032","8032","8032","2.7269999980926514","2.7269999980926514","2.7269999980926514","7987","7987","7987","2.567999839782715","2.567999839782715","2.567999839782715","8075","8075","8075","2.7119998931884766","2.7119998931884766","2.7119998931884766"
"110","8034","8034","8034","2.7339999675750732","2.7339999675750732","2.7339999675750732","7989","7989","7989","2.628999948501587","2.628999948501587","2.628999948501587","8077","8077","8077","2.7079999446868896","2.7079999446868896","2.7079999446868896"
"111","8036","8036","8036","3.257999897003174","3.257999897003174","3.257999897003174","7991","7991","7991","3.3389997482299805","3.3389997482299805","3.3389997482299805","8079","8079","8079","3.1999998092651367","3.1999998092651367","3.1999998092651367"
"112","8038","8038","8038","3.312000036239624","3.312000036239624","3.312000036239624","7993","7993","7993","3.2939999103546143","3.2939999103546143","3.2939999103546143","8081","8081","8081","3.117000102996826","3.117000102996826","3.117000102996826"
"113","8040","8040","8040","3.1590001583099365","3.1590001583099365","3.1590001583099365","7995","7995","7995","3.175999879837036","3.175999879837036","3.175999879837036","8083","8083","8083","3.1070003509521484","3.1070003509521484","3.1070003509521484"
"114","8042","8042","8042","1.0620001554489136","1.0620001554489136","1.0620001554489136","7997","7997","7997","3.331000328063965","3.331000328063965","3.331000328063965","8085","8085","8085","2.937999725341797","2.937999725341797","2.937999725341797"
"115","8044","8044","8044","3.3610000610351562","3.3610000610351562","3.3610000610351562","7999","7999","7999","3.328000068664551","3.328000068664551","3.328000068664551","8087","8087","8087","3.323000431060791","3.323000431060791","3.323000431060791"
